Customer,Generator Capacity,Postcode,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,00:00
13,2.22,2261.0,0.24587397260273972,0.20489863013698628,0.17471232876712328,0.17477260273972603,0.16278356164383562,0.15916712328767124,0.17215342465753425,0.17438356164383562,0.18405479452054796,0.1929095890410959,0.23220273972602742,0.29774246575342467,0.5176493150684932,0.7015397260273973,0.49975342465753425,0.3657095890410959,0.3703342465753425,0.3930904109589041,0.3955178082191781,0.39241643835616435,0.4067780821917808,0.41111780821917804,0.4050849315068493,0.4059013698630137,0.3744712328767123,0.39082739726027393,0.377145205479452,0.3426465753424658,0.3445424657534246,0.37750684931506845,0.46080547945205474,0.5774520547945206,0.7207123287671233,0.9869095890410958,1.1473424657534246,1.237309589041096,1.1938410958904109,1.1007123287671232,1.0544,1.0110410958904108,0.8612164383561643,0.7696438356164385,0.6145041095890411,0.4785041095890411,0.41063561643835617,0.38053698630136984,0.329013698630137,0.30816986301369864
16,3.33,2208.0,0.5067342465753425,0.49597808219178086,0.4806465753424658,0.46411506849315065,0.4487287671232877,0.4543890410958904,0.4459506849315068,0.5974849315068493,0.8446904109589042,0.4641479452054794,0.47978082191780824,0.5244109589041096,0.7348657534246575,0.7128986301369864,0.6256109589041097,0.6848219178082192,0.6718904109589041,0.6672328767123288,0.629627397260274,0.6409479452054795,0.6060164383561644,0.6068273972602739,0.627227397260274,0.6650246575342466,0.6962301369863013,0.7019616438356164,0.7781534246575342,0.8108712328767124,0.8643506849315068,0.8903616438356166,0.9333150684931507,0.9831671232876712,1.0020821917808218,1.0515671232876713,1.324882191780822,1.6434465753424656,1.737150684931507,1.5884602739726028,1.4400767123287672,1.3591671232876712,1.2784712328767123,1.1232109589041095,0.9816821917808219,0.8828219178082193,0.8013753424657535,0.6776328767123287,0.5917315068493151,0.5338356164383562
20,1.5700000000000003,2259.0,0.7562739726027398,0.7351616438356164,0.7193150684931507,0.7033205479452055,0.6540602739726027,0.6374246575342466,0.6125424657534246,0.5894630136986301,0.5770958904109589,0.6045917808219178,0.8913369863013699,0.5950082191780822,0.4958849315068493,0.6668602739726027,0.7203123287671233,0.5517972602739726,0.5078410958904109,0.536745205479452,0.5120767123287671,0.5328109589041096,0.5475890410958905,0.5737479452054794,0.6066794520547945,0.6616986301369864,0.7424219178082191,0.7635232876712328,0.7887616438356165,0.8699561643835616,0.8929205479452055,0.9413424657534247,1.1819506849315067,1.1800383561643835,1.2117972602739726,1.2062191780821918,1.2242904109589041,1.289786301369863,1.3568876712328768,1.431090410958904,1.3604493150684933,1.311386301369863,1.432986301369863,1.4876438356164383,1.4322465753424658,1.2500438356164385,1.0252767123287672,0.910854794520548,0.8145863013698631,0.7972219178082192
26,1.02,2300.0,1.0359013698630137,1.0111561643835616,1.0578356164383562,1.0866904109589042,1.1790739726027397,1.350876712328767,1.5156273972602738,1.6810739726027397,1.5725643835616439,1.463545205479452,1.3358684931506848,1.3357205479452054,1.4052876712328766,1.4348931506849314,1.2602849315068494,0.7912986301369863,0.7198684931506849,0.7440767123287672,0.7498465753424658,0.7665424657534247,0.7501643835616438,0.7331013698630137,0.7049369863013699,0.7092876712328767,0.7363561643835616,0.747627397260274,0.7223068493150685,0.7229917808219178,0.7137972602739726,0.7003561643835616,0.6974465753424658,0.6914575342465754,0.6818356164383562,0.6979123287671233,0.7127178082191781,0.7652383561643836,0.8301972602739726,0.8983506849315069,0.9076164383561645,0.9663780821917809,0.9294465753424658,0.9264931506849315,0.9267397260273972,0.958213698630137,1.0357643835616437,1.1361205479452055,1.136717808219178,1.1053698630136986
31,1.53,2025.0,0.37176986301369863,0.35578082191780824,0.3426465753424658,0.32933150684931506,0.31390684931506846,0.30581369863013697,0.29784109589041097,0.2926904109589041,0.29396164383561646,0.29495342465753427,0.34532602739726026,0.4132164383561644,0.46764383561643835,0.4841972602739726,0.4821150684931507,0.5136164383561643,0.559068493150685,0.5526465753424658,0.48109041095890415,0.5018739726027397,0.6298082191780822,0.6449643835616439,0.6187397260273972,0.5403561643835616,0.5205808219178082,0.5618520547945205,0.5151287671232877,0.41175342465753423,0.43665205479452057,0.43619178082191784,0.44060273972602737,0.4439013698630137,0.5097479452054794,0.5645205479452056,0.7088767123287671,0.7942958904109589,0.8595342465753425,0.8753534246575343,0.8794191780821918,0.8114027397260274,0.7474520547945205,0.7637315068493151,0.7800712328767123,0.7520876712328767,0.7067342465753426,0.6125041095890411,0.47184109589041096,0.4102246575342466
72,1.02,2261.0,0.40693150684931506,0.4163013698630137,0.4121643835616438,0.45361095890410963,0.4799890410958904,0.47442191780821913,0.4757479452054794,0.45082739726027393,0.43469589041095885,0.40926027397260273,0.4226246575342466,0.4268547945205479,0.45330958904109586,0.6431780821917807,0.7187835616438356,0.8713972602739726,0.9912657534246576,0.8154301369863014,0.602131506849315,0.49595616438356166,0.47313972602739723,0.4799945205479452,0.4775013698630137,0.4526301369863014,0.5435506849315069,0.540027397260274,0.5086739726027397,0.5018191780821918,0.4788767123287671,0.4741643835616438,0.4648109589041096,0.4889698630136986,0.5116493150684932,0.5763397260273972,0.5555452054794521,0.6071890410958904,0.7286684931506849,0.7172328767123288,0.7142301369863014,0.7461643835616439,0.7466356164383562,0.7519835616438356,0.7663068493150685,0.6672328767123288,0.5250575342465753,0.42360000000000003,0.4061534246575343,0.3953095890410959
92,1.1,2190.0,0.282027397260274,0.2760931506849315,0.27538630136986303,0.2863287671232877,0.2725150684931507,0.2737150684931507,0.2779506849315068,0.26077808219178084,0.26515068493150684,0.26266301369863015,0.2662794520547945,0.27375342465753427,0.3318356164383562,0.5447013698630137,0.6893917808219178,0.5526082191780822,0.5109369863013699,0.49782465753424654,0.5132,0.5438356164383562,0.5557753424657534,0.5420109589041096,0.5820876712328766,0.6187616438356165,0.6630575342465753,0.6130630136986301,0.6334958904109589,0.6326465753424657,0.6754301369863014,0.7041753424657534,0.7552931506849315,0.7792876712328767,0.8334575342465753,0.9049424657534246,0.9832493150684932,1.064186301369863,1.0338246575342467,1.010558904109589,0.9894904109589041,0.9607780821917808,0.8900821917808219,0.8386191780821918,0.6782465753424658,0.43507945205479454,0.33230136986301373,0.30325479452054793,0.28980273972602744,0.2732821917808219
94,1.02,2119.0,0.8933424657534247,0.7810410958904109,0.6896602739726028,0.6084493150684932,0.5317095890410959,0.43995068493150685,0.3750958904109589,0.31513972602739726,0.2932,0.2795890410958904,0.4535068493150685,0.6517315068493151,0.30747945205479454,0.3057643835616438,0.4232109589041096,0.6712876712328767,0.7149369863013698,0.7598849315068493,0.7449150684931507,0.6976547945205479,0.7292821917808219,0.7655287671232877,0.7889534246575343,0.811227397260274,0.8619342465753425,0.8968547945205478,0.9294849315068493,0.9433479452054795,0.9629534246575343,0.9510520547945206,0.9748219178082191,1.0143616438356164,1.0498027397260274,1.1524986301369862,1.2236438356164383,1.35186301369863,1.336476712328767,1.407386301369863,1.380027397260274,1.366695890410959,1.3567945205479452,1.395649315068493,1.3639506849315068,1.37173698630137,1.3821917808219177,1.3394794520547946,1.2376712328767123,1.051358904109589
96,1.0,2066.0,0.49973698630136987,0.4565643835616438,0.47035068493150683,0.473627397260274,0.43886575342465756,0.4116931506849315,0.3960438356164384,0.38475616438356164,0.3818082191780822,0.39989041095890415,0.4826849315068493,0.4698191780821918,0.8642465753424657,1.1392164383561645,1.476372602739726,1.7921041095890413,2.2106356164383563,2.1429972602739724,1.9916876712328768,1.8129643835616438,1.694109589041096,1.4926136986301368,1.3846575342465752,1.3304986301369863,1.3169972602739726,1.332750684931507,1.2508986301369862,1.2714465753424657,1.2542191780821919,1.3019287671232878,1.2499287671232877,1.3574465753424658,1.47453698630137,1.6160657534246576,1.7962082191780822,2.0094904109589042,2.2583013698630134,2.3872931506849313,2.2422739726027396,2.1930301369863012,2.2211835616438353,2.2074465753424657,2.1265753424657534,1.9835123287671232,1.723786301369863,1.4365205479452057,1.0699945205479453,0.7077972602739726
104,1.4800000000000002,2320.0,5.050060273972602,4.99881095890411,3.5113369863013695,1.871654794520548,1.2656164383561643,1.00053698630137,0.9298794520547945,0.9048821917808219,0.9044109589041096,0.9164,0.9277095890410958,1.0438465753424657,1.1182082191780822,1.0749534246575343,0.9436876712328768,0.8005972602739726,0.8696547945205478,0.9222356164383562,1.0629369863013698,1.0977260273972602,1.1497479452054795,1.1447780821917808,1.1232876712328768,1.1594136986301369,1.1812383561643836,1.2135013698630137,1.2132712328767123,1.2285260273972602,1.2389479452054795,1.267841095890411,1.2884109589041095,1.3131890410958904,1.3325369863013699,1.406745205479452,1.5721698630136987,1.8528328767123288,2.0951397260273974,2.2298301369863016,2.195786301369863,2.117972602739726,1.9039287671232876,1.7522739726027399,1.5225150684931505,1.3710575342465754,1.257676712328767,1.1603287671232876,2.999917808219178,3.5658136986301368
131,1.5,2111.0,1.2691397260273973,1.1388438356164383,1.0672383561643835,1.0082904109589041,0.98906301369863,0.9552383561643835,0.9460767123287671,0.9393369863013699,0.933731506849315,0.9208383561643836,0.9148164383561644,0.9382904109589041,0.9831561643835616,1.0633643835616438,1.2608876712328767,1.330509589041096,1.449758904109589,1.6418739726027396,1.6083835616438358,1.6410301369863014,1.6437095890410958,1.638186301369863,1.5977698630136987,1.5265534246575343,1.4458630136986301,1.3417808219178082,1.2234520547945205,1.1781753424657535,1.1178520547945205,1.1115890410958904,1.114750684931507,1.0964986301369863,1.1056164383561644,1.144,1.19506301369863,1.2915397260273973,1.4900767123287673,1.7410027397260275,1.894849315068493,2.207928767123288,2.2019068493150686,1.9006794520547947,1.909353424657534,1.9942794520547946,1.9535616438356163,1.7707452054794521,1.579890410958904,1.4203506849315068
134,1.4800000000000002,2126.0,1.0546630136986301,1.0063342465753424,1.015923287671233,0.9610191780821917,0.9813589041095889,0.9470246575342466,0.988241095890411,0.9726630136986301,1.0188054794520547,1.040586301369863,1.0552986301369862,1.1333917808219178,1.4158849315068494,1.6665041095890412,1.986882191780822,2.2151342465753423,1.4862027397260276,1.2220657534246575,1.1666027397260275,1.0786136986301371,0.958986301369863,0.8646684931506848,0.7655890410958904,0.6720164383561644,0.6368383561643836,0.6183780821917808,0.6368219178082192,0.6533095890410959,0.5466246575342466,0.5229095890410959,0.5507671232876712,0.6498465753424657,0.8035506849315068,1.0459013698630137,1.4060219178082192,1.8540712328767124,2.0492383561643837,2.19973698630137,2.281715068493151,2.164980821917808,1.9431342465753425,1.7262958904109589,1.5204054794520547,1.4519342465753424,1.3696219178082192,1.3464931506849316,1.2484986301369863,1.1523890410958904
138,4.0,2291.0,0.6798520547945206,0.6715506849315069,0.6363397260273973,0.6257150684931507,0.6153369863013699,0.6164219178082192,0.5912712328767123,0.5819835616438357,0.5879452054794521,0.5948931506849315,0.6106356164383562,0.5815342465753425,0.6148054794520548,0.6411671232876712,0.7123671232876713,0.8164383561643835,0.7876273972602739,0.7545698630136987,0.7922246575342465,0.7797917808219179,0.8669150684931506,0.8551835616438356,0.8600876712328768,0.8348438356164384,0.8717479452054794,0.9076712328767124,0.9065260273972603,0.898986301369863,0.9315397260273972,0.9111068493150685,0.9233095890410958,0.9293479452054795,0.9675506849315069,0.9958246575342465,1.0169534246575342,1.0936602739726027,1.088723287671233,1.1677095890410958,1.1563835616438356,1.1544328767123289,1.1308438356164383,1.1316876712328767,1.162827397260274,1.1616712328767123,1.0818794520547945,0.9895945205479452,0.8467178082191782,0.76093698630137
147,1.05,2076.0,0.9506027397260275,0.7994684931506849,0.715917808219178,0.6579616438356165,0.624504109589041,0.6048712328767123,0.5811123287671233,0.5702082191780822,0.6054465753424657,0.6922356164383562,0.6823780821917809,0.6990794520547945,0.8855561643835617,0.9955835616438355,0.9701369863013699,0.8618082191780821,0.8632383561643835,0.9898246575342465,0.9969643835616439,1.0462794520547944,1.028,1.0219671232876713,1.0172986301369864,1.0516054794520548,1.067358904109589,1.0703835616438355,1.1239890410958904,1.137945205479452,1.1514739726027396,1.1575068493150684,1.2208438356164384,1.2765643835616438,1.3573424657534248,1.4455232876712327,1.5827342465753425,1.9036,2.3435342465753424,2.790082191780822,2.754904109589041,2.4667397260273973,2.3513479452054793,2.344717808219178,2.3128109589041097,2.163627397260274,2.0810027397260273,1.9065424657534247,1.5730520547945206,1.2356657534246576
157,9.99,2291.0,0.7343013698630136,0.6752219178082192,0.6477753424657534,0.662504109589041,0.6726356164383561,0.7096657534246575,0.7054191780821918,0.7488109589041096,0.7356383561643836,0.7376219178082193,0.7468986301369863,0.8189917808219178,0.9417150684931507,1.6422356164383562,1.2789041095890412,1.3469753424657536,1.404931506849315,1.2909150684931507,0.8970520547945204,0.8986794520547945,0.8329095890410959,0.9557863013698631,1.006909589041096,1.0753424657534247,1.1441698630136987,1.1684109589041096,1.1607835616438356,1.14453698630137,1.09573698630137,1.0423013698630137,1.0450027397260273,1.1612109589041095,1.5185369863013698,1.2528219178082192,1.3665041095890411,1.494350684931507,1.5327178082191781,1.5413698630136987,1.51933698630137,1.4947780821917809,1.4214191780821916,1.3875890410958904,1.30306301369863,1.2812876712328767,1.2732493150684931,1.2283123287671234,0.9112876712328767,0.8048383561643836
188,1.4800000000000002,2289.0,0.23836164383561642,0.2091780821917808,0.21984657534246577,0.21247671232876714,0.18231232876712328,0.1714082191780822,0.17337534246575342,0.17916712328767123,0.19246027397260276,0.21723287671232877,0.23043835616438357,0.2950739726027397,0.4765424657534246,0.6847561643835617,1.3565808219178082,1.5633534246575342,0.818213698630137,0.4673972602739726,0.4546191780821918,0.46267397260273974,0.43186849315068493,0.4468876712328767,0.4411178082191781,0.3780931506849315,0.3385041095890411,0.3540931506849315,0.3203561643835617,0.29911780821917805,0.33397260273972607,0.3524931506849315,0.38229589041095896,0.42629589041095894,0.5282684931506849,0.5748602739726028,0.8908054794520548,1.6547780821917808,1.9256712328767123,1.9132547945205478,1.9894520547945205,1.8053369863013697,1.7501534246575343,1.6638958904109589,1.4755397260273972,1.4070246575342464,1.266323287671233,1.066476712328767,0.7822356164383563,0.3817424657534247
192,1.02,2018.0,1.1310301369863014,1.092295890410959,1.0211287671232876,0.9706684931506849,0.8672493150684931,0.8047780821917809,0.7348054794520548,0.718586301369863,0.7063835616438355,0.6998575342465754,0.6875232876712328,0.6827342465753425,0.6675561643835617,0.6608438356164383,0.6683671232876712,0.6925260273972602,0.7152821917808219,0.7550630136986302,0.7472602739726028,0.7426465753424657,0.7610082191780823,0.7482849315068494,0.743709589041096,0.7491397260273972,0.7427945205479453,0.7578246575342465,0.7319068493150686,0.7325753424657534,0.7484164383561644,0.7393260273972603,0.7439726027397261,0.7845917808219177,0.7865808219178082,0.8148657534246575,0.8374410958904109,0.8968164383561644,0.8924712328767124,0.971495890410959,0.9882520547945205,0.9842082191780822,1.005254794520548,1.0407397260273972,1.0163835616438357,1.036580821917808,1.074449315068493,1.1243287671232876,1.2083068493150684,1.169841095890411
194,1.5,2233.0,0.21565479452054795,0.20327123287671234,0.18971506849315067,0.19453698630136987,0.19957260273972602,0.19895890410958905,0.19597260273972603,0.26614246575342465,0.442345205479452,0.575758904109589,0.707550684931507,0.6918191780821918,0.6651780821917808,0.6162027397260273,0.5628,0.4757424657534247,0.4120876712328767,0.4314301369863014,0.428,0.43859178082191785,0.425758904109589,0.39591780821917805,0.4006958904109589,0.4171506849315068,0.4184931506849315,0.4684438356164384,0.4796109589041096,0.4827780821917808,0.4418191780821918,0.4789917808219178,0.5253095890410959,0.5824,0.8000164383561644,1.0835123287671233,1.3166082191780821,1.5642520547945205,1.6474027397260274,1.5851287671232877,1.5060054794520548,1.365945205479452,1.1604986301369862,0.9736328767123287,0.7446410958904109,0.6246520547945206,0.43225753424657537,0.31606575342465754,0.26173150684931507,0.23906849315068496
200,1.7,2291.0,0.9412602739726027,0.8670356164383562,0.8486739726027398,0.816717808219178,0.8212164383561643,0.813841095890411,0.8126027397260275,0.8024821917808219,0.8011835616438356,0.7794794520547945,0.7842520547945205,0.7896712328767124,0.7884054794520547,0.7729643835616439,0.7913589041095891,0.8017534246575342,0.8603013698630136,0.8792986301369864,0.8883123287671232,0.9007890410958904,0.8603068493150685,0.8272657534246576,0.8254191780821918,0.8542684931506849,0.8760493150684932,0.9049369863013699,0.9127780821917808,0.9583616438356165,0.9729424657534247,0.9741205479452054,0.9860657534246575,0.951649315068493,0.996986301369863,1.109117808219178,1.1499232876712329,1.235013698630137,1.3132164383561644,1.4662739726027398,1.6069534246575343,1.5564657534246575,1.538268493150685,1.4056821917808218,1.2429808219178082,1.1956657534246575,1.1702630136986303,1.1361260273972602,1.0896657534246577,1.0075232876712328
221,1.02,2120.0,0.46754520547945205,0.4167068493150685,0.3826301369863014,0.3539506849315069,0.33722739726027395,0.3268821917808219,0.3122958904109589,0.30746301369863016,0.3050520547945205,0.3018191780821918,0.2997095890410959,0.29645479452054796,0.3671835616438356,0.5939835616438356,0.5060109589041095,0.4621972602739726,0.44614794520547946,0.39313424657534246,0.40341917808219174,0.4260712328767123,0.43118904109589035,0.4057808219178082,0.4111068493150685,0.4381753424657534,0.43259178082191785,0.4221369863013699,0.41092602739726025,0.43175890410958906,0.45033972602739725,0.4659287671232877,0.473227397260274,0.5076931506849315,0.5270356164383562,0.5751013698630137,0.7479013698630137,0.9672109589041096,1.261145205479452,1.4431013698630135,1.4845041095890412,1.4222301369863015,1.4291561643835617,1.3562082191780822,1.3356000000000001,1.2466191780821918,1.0447835616438357,0.8069698630136986,0.6601424657534246,0.5376493150684931
232,1.1,2259.0,0.4790575342465753,0.4211342465753425,0.38444931506849317,0.3571671232876712,0.330372602739726,0.2964383561643836,0.28027945205479454,0.2514849315068493,0.23334246575342465,0.29247123287671234,0.3425917808219178,0.3815232876712329,0.5359287671232876,0.6755561643835617,0.5478958904109589,0.5395232876712328,0.574,0.5735671232876712,0.6031123287671233,0.6064,0.564827397260274,0.5611452054794521,0.5550630136986302,0.5114246575342466,0.4964821917808219,0.49299726027397256,0.4871397260273973,0.5007342465753425,0.4918356164383562,0.5215232876712329,0.5825369863013699,0.6081369863013698,0.6821150684931507,0.7903945205479451,1.030586301369863,1.3397424657534245,1.3282082191780822,1.2595342465753425,1.2453917808219177,1.251309589041096,1.29106301369863,1.2829698630136985,1.1262082191780822,0.9406027397260274,0.8060931506849315,0.6918356164383562,0.5774246575342465,0.5208493150684932
242,1.08,2211.0,0.6827506849315069,0.6376876712328767,0.6102082191780822,0.6207342465753425,0.6263835616438356,0.6049972602739726,0.5907178082191781,0.6195342465753425,0.6372931506849315,0.6229808219178082,0.6505205479452054,0.7356054794520548,0.8278301369863014,0.932054794520548,1.0876931506849314,1.1889643835616437,1.1444219178082191,1.047035616438356,0.9879506849315067,0.9246246575342466,0.915813698630137,0.8800876712328767,0.9240602739726027,0.9566082191780821,0.9621753424657534,1.0504931506849315,0.9973095890410958,0.9874520547945206,1.0497917808219177,1.0502904109589042,1.0069150684931507,1.0215123287671233,1.0735232876712328,1.0928164383561643,1.064531506849315,1.1183287671232878,1.2543178082191782,1.2742575342465754,1.3171561643835616,1.3100054794520548,1.2511397260273973,1.2444383561643835,1.168268493150685,1.0620273972602738,0.9846794520547946,0.8690630136986303,0.7843945205479453,0.7043945205479452
258,1.5,2092.0,0.6584931506849315,0.6718082191780822,0.7012986301369862,0.5952219178082192,0.5324657534246575,0.5221643835616439,0.5142794520547945,0.5157972602739725,0.5151178082191781,0.5198575342465753,0.5235123287671233,0.537945205479452,0.5496164383561645,0.5548328767123288,0.5799616438356164,0.6219726027397261,0.684986301369863,0.7118246575342465,0.7018958904109589,0.7088931506849314,0.7070684931506849,0.7057917808219177,0.6878246575342466,0.697145205479452,0.6721369863013699,0.6568876712328767,0.6473589041095891,0.6468493150684931,0.6257917808219179,0.6222630136986301,0.6639287671232876,0.6631945205479453,0.7163013698630136,0.7800876712328766,0.8154356164383562,0.8188602739726027,0.8509643835616437,0.8155945205479452,0.7900657534246576,0.7734684931506849,0.7389643835616437,0.7627123287671232,0.7608164383561643,0.7530082191780822,0.7096547945205479,0.6789150684931506,0.6625534246575342,0.6632657534246575
273,3.6,2320.0,0.17265753424657534,0.1713041095890411,0.16976986301369865,0.16584657534246575,0.16145205479452054,0.16472876712328766,0.16328219178082193,0.16207671232876714,0.16191232876712328,0.16176438356164383,0.16528767123287672,0.21729863013698633,0.25213150684931507,0.2634794520547945,0.3639342465753425,0.4202958904109589,0.4475123287671233,0.5766958904109589,0.6404712328767123,0.7144547945205479,0.7638739726027398,1.0478575342465755,0.5910356164383562,0.47275068493150685,0.48109041095890415,0.5134958904109589,0.503972602739726,0.5441095890410959,0.6304876712328766,0.6940657534246576,0.7351342465753425,0.7329863013698631,0.6732876712328767,0.7730136986301369,1.093172602739726,1.2889698630136985,1.214827397260274,0.8686575342465753,0.8023890410958905,0.9899232876712328,1.151649315068493,1.1706575342465755,0.9167123287671234,0.7941315068493151,0.5972438356164383,0.440745205479452,0.27825205479452053,0.19091506849315068
279,1.5,2233.0,0.2656767123287671,0.25793972602739723,0.2495890410958904,0.243972602739726,0.24043287671232874,0.2579945205479452,0.24840547945205482,0.23673972602739726,0.22767671232876713,0.2288986301369863,0.5452054794520548,0.8793260273972603,0.910854794520548,1.0660712328767123,1.185249315068493,1.3979068493150684,1.1995890410958905,0.9538739726027397,0.8749424657534246,0.8000273972602739,0.7571287671232876,0.754054794520548,0.7639397260273973,0.7904712328767123,0.8119835616438357,0.8458301369863014,0.8483287671232876,0.8647178082191781,0.8749589041095891,0.9157972602739727,1.0547726027397262,1.2135561643835615,1.2991397260273971,1.3777095890410958,1.5913698630136988,2.2042027397260275,1.7994575342465755,1.5912767123287672,1.5960219178082191,1.506213698630137,1.489890410958904,1.4423945205479454,1.4300219178082192,1.3748109589041095,1.333517808219178,1.0819397260273973,0.6736109589041096,0.3440493150684932
293,1.05,2290.0,0.39818082191780824,0.8610246575342466,0.6523616438356165,0.6661150684931507,0.8067835616438356,0.880745205479452,0.8821150684931506,0.6449753424657534,0.4056986301369863,0.5793698630136986,0.5578465753424657,0.6031945205479452,0.8453863013698629,1.2194794520547945,1.507172602739726,1.3884054794520546,1.157304109589041,0.8943178082191781,1.011013698630137,1.2511999999999999,1.0388493150684932,0.9120657534246576,1.043945205479452,1.2941643835616439,1.617254794520548,1.7152547945205479,1.3290465753424656,1.2998356164383562,1.0851616438356164,1.0950904109589041,1.0897150684931507,1.1995013698630137,1.186186301369863,1.2934904109589043,1.5792,1.9803780821917807,1.7858356164383562,1.4376383561643835,1.2100657534246575,1.0276328767123288,1.4084328767123286,2.1471342465753422,2.4236383561643837,2.418860273972603,1.7906904109589041,1.0625205479452056,0.7110301369863014,0.47932602739726027
